MIDAS,Lake,Towns,Area_ac,Perim_mi,D_Mean_ft,D_Max_ft,Volume_acft,DDrain_sqmi,TDrain_sqmi,Flushes_p_yr,Trop_Cat,Dam,Elev_ft,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery
650,Upper Bean Pond,Rainbow Twp,26,1.2,NA,NA,243.216,0.764478,0.77,3.92,NA,NA,1093,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,485929,5074871,45.82725477,-69.18115196,n/a,None known,Remote
652,Crescent Pond,Rainbow Twp,9,0.6,7,17,91.692432,0.088803000000000007,0.1,1.33,NA,no dam,970,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,485962,5068410,45.76910384,-69.18054395,n/a,None known,Coldwater
654,Kelly Pond,T2 R12 WELS,60,1.4000000000000001,15,35,710.5335735,0.316602,1.01,0.68,MESO,no dam,1011,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Rainbow Lake West,Piscataquis,482200,5072448,45.80536287,-69.22907015,n/a,None known,Remote
656,Bean Pond,T2 R12 WELS,14,0.9,NA,NA,145.9296,0.239382,0.3,2.3,NA,NA,1005,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,483190,5072608,45.80683296,-69.21633854,n/a,None known,Remote
658,Little Kelly Pond,T2 R12 WELS,26,0.8,NA,NA,194.5728,0.420849,0.39,2.55,NA,NA,1030,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Rainbow Lake West,Piscataquis,482182,5073781,45.8173638,-69.22936189,n/a,None known,n/a
660,Grassy Pond,T2 R12 WELS,56,1.7,2,8,535.0752,0.853281,0.9,1.98,EUTRO,no dam,1015,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Rainbow Lake West,Piscataquis,481014,5074159,45.82072937,-69.24440453,n/a,None known,Coldwater
662,Caribou Lake,"Chesuncook Twp, T2 R12 WELS, T3 R11 WELS, T3 R12 W",25183,22.5,40,150,136667.4565,35.528922,1420,2.07,MESO,surface increased <50%,942,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Caribou Lake South,Piscataquis,475708,5078872,45.98866192,-69.3383444,Average,None known,Coldwater + Warmwater
666,Egg Pond,T3 R12 WELS,9,0.7000000000000001,NA,NA,89.503488,0.150579,0.26,2.28,NA,NA,1125,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Rainbow Lake West,Piscataquis,483841,5079725,45.8709012,-69.20820198,n/a,None known,n/a
668,Little Frost Pond,T3 R12 WELS,41,1.2,22,77,878.7515688,0.575289,0.43,0.88,OLIGO,no dam,1010,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,484094,5084744,45.91607861,-69.20510356,n/a,None known,Remote
670,Beaver Pond,T3 R11 WELS,14,0.9,NA,NA,145.9296,0.451737,0.5,5.21,NA,NA,1210,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,493817,5081541,45.88740508,-69.07969039,n/a,None known,Remote
672,Chesuncook Pond,"Rainbow Twp, T3 R11 WELS",299,6.7,14,30,3914.096167,2.250963,2.23,0.91,MESO,surface increased <50%,1060,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Rainbow Lake West,Piscataquis,485866,5077976,45.85520459,-69.18206045,n/a,None known,Remote
676,Rocky Pond,T3 R11 WELS,14,0.8,NA,NA,145.9296,0.389961,0.39,3.2800000000000002,NA,NA,1195,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake West,Piscataquis,490188,5078536,45.86031587,-69.12640138,n/a,None known,Coldwater
678,Carry Pond,T3 R11 WELS,11,0.8,5,12,53.95657781,0.332046,0.43,7.22,MESO,no dam,930,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake West,Piscataquis,487306,5079899,45.87253986,-69.16356418,n/a,None known,Coldwater
680,Frost Pond,"T3 R11 WELS, T3 R12 WELS",199,2.9,15,39,2798.410056,2.189187,2.39,1.04,MESO,no dam,1093,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,485499,5083601,45.90582343,-69.18695391,n/a,None known,Coldwater
682,Sewall Pond,T3 R11 WELS,3,0.3,NA,NA,48.6432,0.189189,0.59,4.73,NA,NA,895,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,492919,5080054,45.87401576,-69.09123592,n/a,None known,No fishery
684,Jackson Pond #1,"T3 R10 WELS, T3 R11 WELS",24,0.9,15,33,312.0984194,0.416988,0.43,1.75,MESO,no dam,1224,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494282,5082288,45.89413974,-69.07370493,n/a,None known,Remote
686,Fowler Pond,T3 R11 WELS,19,1,4,12,64.80660571,0.359073,0.38,6.99,EUTRO,no dam,1243,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Doubletop Mtn,Piscataquis,492570,5081620,45.88810861,-69.09576462,n/a,None known,Remote
688,McKenna Pond,T3 R11 WELS,55,1.9000000000000001,NA,NA,510.7536,0.490347,0.55,1.36,NA,NA,1148,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Doubletop Mtn,Piscataquis,492070,5083989,45.90942204,-69.10224972,n/a,None known,Remote
690,Slaughter Pond,T3 R11 WELS,66,2.2,13,41,854.9885549,1.08108,1.47,1.7,OLIGO,no dam,1131,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,493623,5084345,45.91264845,-69.08222745,n/a,None known,Remote
692,Polly Pond,T3 R11 WELS,14,0.7000000000000001,NA,NA,145.9296,0.150579,0.41000000000000003,1.6500000000000001,NA,NA,1125,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,493929,5083973,45.90929536,-69.07826983,n/a,None known,Remote
694,Bean Hole Pond,T3 R11 WELS,2,0.3,NA,NA,NA,NA,0.41000000000000003,NA,NA,NA,1205,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,489603,5086959,45.93612578,-69.13412231,n/a,None known,n/a
696,Foss and Knowlton Pond,T3 R10 WELS,46,1.3,10,22,409.611821,0.644787,0.76,2.06,MESO,no dam,927,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,499893,5078200,45.85736655,-69.00137562,n/a,None known,Coldwater
698,Nahmakanta Lake,"Rainbow Twp, T1 R11 WELS",986,9,49,110,47773.9525,21.58299,86.2,2.16,MESO,no dam,647,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nahamakanta Stream,102000107,Rainbow Lake West,Piscataquis,489086,5066627,45.75311277,-69.14032017,Above average,None known,Coldwater + Warmwater
700,Harrington Lake,"T3 R11 WELS, T4 R11 WELS",1219,10.5,31,134,37330.52986,32.401512,36.1,1.22,MESO,surface increased <50%,1034,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,487544,5086987,45.93633862,-69.16067787,n/a,None known,Coldwater
702,Harrington Pond,T3 R11 WELS,39,1.5,8,14,389.1456,1.567566,1.95,6.66,NA,no dam,1068,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Doubletop Mtn,Piscataquis,491045,5084368,45.91281939,-69.11546547,n/a,None known,Coldwater
704,Jackson Pond #2,T3 R11 WELS,9,0.4,5,7,230.811984,0.146718,0.24,2.28,NA,no dam,1233,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,488149,5084971,45.91820899,-69.15282421,n/a,None known,Coldwater
706,Deer Pond,T3 R10 WELS,4,0.4,NA,NA,48.6432,0.19305,0.16,5.07,NA,NA,1075,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,496343,5083693,45.90679388,-69.04715214,n/a,None known,Coldwater
708,Rocky Pond,T3 R10 WELS,27,1.3,7,22,137.3487774,0.563706,0.42,6.2700000000000005,MESO,no dam,1090,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,495647,5083063,45.90112301,-69.05611558,Average,None known,Coldwater
710,Little Rocky Pond,T3 R10 WELS,16,0.7000000000000001,10,22,104.7013262,0.104247,0.13,1.43,MESO,no dam,1095,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,495278,5083306,45.90330511,-69.06087251,n/a,None known,Coldwater
712,Celia Pond,T3 R10 WELS,10,0.6,5,17,43.5767675,0.131274,0.08,3.85,MESO,no dam,1210,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,494711,5082048,45.89198326,-69.06816613,n/a,None known,Coldwater
714,Draper Pond,T3 R10 WELS,14,0.7000000000000001,5,12,69.03653731,0.050193,0.09,1.4000000000000001,MESO,no dam,1075,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,496523,5083068,45.90116738,-69.04481755,n/a,None known,Coldwater
716,Kidney Pond,T3 R10 WELS,95,2.4,10,33,747.2568384,0.552123,1.5,2.01,MESO,no dam,1055,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,496530,5081889,45.89055865,-69.04472349,Above average,None known,Coldwater
718,Lily Pad Pond,T3 R10 WELS,20,1.3,7,15,142.5269271,1.922778,2.46,21,MESO,no dam,1040,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,496729,5080381,45.87698378,-69.04214649,n/a,None known,Coldwater
720,Daicey Pond,T3 R10 WELS,35,1.1,10,26,331.0202189,0.239382,0.27,1.13,MESO,no dam,1092,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,498021,5080889,45.88156812,-69.02549849,n/a,None known,Coldwater
722,Elbow Pond,T3 R10 WELS,25,1.7,3,5,NA,NA,1.67,NA,EUTRO,no dam,1045,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,498868,5081690,45.88877843,-69.01458782,n/a,None known,Coldwater
724,Grassy Pond,T3 R10 WELS,26,1.4000000000000001,NA,NA,NA,NA,5.07,NA,NA,NA,1039,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Doubletop Mtn,Piscataquis,499415,5081155,45.88396263,-69.00754163,n/a,None known,No fishery
726,Tracy Pond,T3 R10 WELS,11,0.8,3,4,NA,NA,1.23,NA,MESO,no dam,1054,PENOBSCOT,LOWER W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,498987,5081940,45.89102917,-69.01305479,n/a,None known,Coldwater
728,Lost Pond,T3 R10 WELS,26,0.9,8,21,291.8592,0.100386,0.2,0.58,EUTRO,no dam,1118,PENOBSCOT,LOWER W. BR. PENOBSCOT,West Branch Penobscot River (3),102000109,Rainbow Lake East,Piscataquis,499148,5079488,45.86895679,-69.01097265,n/a,None known,Coldwater
730,Windy Pitch Pond #1,T3 R10 WELS,8,0.6,NA,NA,97.2864,0.432432,0.49,6.24,NA,NA,855,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Rainbow Lake East,Piscataquis,496748,5079039,45.86490874,-69.04189116,n/a,None known,n/a
732,Windy Pitch Pond #2,T3 R10 WELS,1,0.2,NA,NA,104.58288,0.081081,NA,9.6,NA,NA,1090,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Rainbow Lake East,Piscataquis,495987,5079046,45.86497229,-69.05170347,n/a,None known,n/a
734,Williams Pond,T4 R11 WELS,10,0.5,3,4,97.2864,0.401544,0.3,6.640000000000001,NA,no dam,1440,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Nesowadnehunk Stream,102000106,Doubletop Mtn,Piscataquis,492628,5090833,45.97103144,-69.09516252,n/a,None known,Coldwater
738,Little Mud Pond,T4 R12 WELS,43,1.2,NA,NA,413.4672,0.305019,0.56,1.06,NA,NA,1027,PENOBSCOT,MIDDLE W. BR. PENOBSCOT,Chesuncook Lake,102000105,Harrington Lake,Piscataquis,480953,5087759,45.94313463,-69.24572938,n/a,None known,n/a
742,Lily Pond,Dexter,8,0.4,NA,NA,121.608,0.104247,0.15,1.11,NA,NA,535,KENNEBEC,UPPER SEBASTICOOK,Sebasticook River at Pittsfield,103000307,Dexter,Penobscot,479098,4989797,45.06132782,-69.26548154,n/a,None known,n/a
744,Puffers Pond,Dexter,115,3.6,16,52,1129.914246,1.58301,2.29,1.6300000000000001,MESO,surface increased <50%,342,KENNEBEC,EAST BRANCH SEBASTICOOK,Sebasticook River (3) at Burnham,103000308,Dexter,Penobscot,479225,4984760,45.01598978,-69.26366365,Average,None known,Coldwater
746,Ripley Pond,Ripley,248,4,4,12,967.4526872,3.567564,4.04,4.35,EUTRO,surface increased <50%,440,KENNEBEC,UPPER SEBASTICOOK,Sebasticook River at Pittsfield,103000307,Cambridge,Somerset,470406,4983470,45.0040568,-69.37551461,n/a,None known,Warmwater
748,Cambridge Pond,Cambridge,43,1.6,4,11,NA,NA,15.1,NA,MESO,surface increased <50%,348,KENNEBEC,UPPER SEBASTICOOK,Sebasticook River at Pittsfield,103000307,Cambridge,Somerset,462202,4985304,45.02017734,-69.47974295,n/a,None known,Warmwater
750,Bennett Pond,Parkman,36,1.3,17,44,474.5128756,0.34749,0.39,1,MESO,surface increased <50%,595,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (1),102000401,Guilford,Piscataquis,464123,4998935,45.14298027,-69.45634377,n/a,None known,Coldwater + Warmwater
752,Mud Pond #2,Parkman,9,0.5,NA,NA,97.2864,0.34749,0.26,4.63,NA,NA,586,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (1),102000401,Whetstone Pond,Piscataquis,460080,4998008,45.13442002,-69.50768554,n/a,None known,n/a
754,Lower Deadwater,Bowdoin College Grant East Twp,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1150,NA,NA,Pleasant River,102000404,Barren Mtn East,Piscataquis,472302,5037422,45.48977628,-69.35446653,n/a,None known,n/a
756,Harlow Pond,Parkman,179,4.2,5,25,800.6124295,7.976826,13.700000000000001,20.48,EUTRO,no dam,448,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (3),102000402,Guilford,Piscataquis,468654,4998766,45.14167054,-69.39870369,n/a,None known,Warmwater
758,Manhancock Pond,"Parkman, Sangerville",475,10.8,6,36,2875.18443,8.606169,23.400000000000002,9.76,MESO,surface increased <50%,448,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,470848,4999434,45.14778308,-69.37082654,Average,None known,Warmwater
760,Center Pond,Sangerville,376,4.2,9,19,3286.049219,4.436289,5.02,1.77,MESO,surface increased <50%,503,KENNEBEC,UPPER SEBASTICOOK,Sebasticook River at Pittsfield,103000307,Dexter,Piscataquis,476127,4996732,45.12365569,-69.30355317,Average,None known,Coldwater + Warmwater
762,Marr Pond,Sangerville,85,1.5,3,7,197.9123178,1.034748,1.11,2.83,EUTRO,no dam,545,PENOBSCOT,MIDDLE PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,476323,4999472,45.14832551,-69.30119388,n/a,None known,Warmwater
764,Thompson Pond,Dover-Foxcroft,0.2,0.1,NA,NA,NA,NA,1.9000000000000001,NA,NA,NA,400,PENOBSCOT,MIDDLE PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,478394,5003166,45.18164951,-69.27499904,n/a,None known,n/a
766,Dunham Pond,Guilford,44,1.5,4,7,177.7040679,0.440154,0.78,3.39,EUTRO,no dam,643,PENOBSCOT,MIDDLE PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,477062,5006917,45.21536933,-69.29213513,n/a,None known,Warmwater
768,Salmon Stream Pond,Guilford,70,1.3,NA,NA,729.648,1.277991,1.72,2.27,NA,NA,623,PENOBSCOT,MIDDLE PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,474377,5007652,45.22189332,-69.32636733,n/a,None known,No fishery
770,Minnow Pond,Guilford,1,0.2,NA,NA,NA,NA,0.16,NA,NA,NA,455,PENOBSCOT,MIDDLE PISCATAQUIS,Piscataquis River (3),102000402,Sangerville,Piscataquis,475561,5004030,45.1893311,-69.31110986,n/a,None known,n/a
772,Robinson Bog,Guilford,9,1.1,NA,NA,145.9296,0.899613,0.9,7.5,NA,NA,575,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (1),102000401,Guilford,Piscataquis,468581,5004970,45.19751532,-69.40001309,n/a,None known,n/a
774,First Davis Pond,Guilford,216,2.8000000000000003,22,54,4464.165633,1.4208480000000001,7.67,1.92,MESO,surface increased <50%,439,PENOBSCOT,SEBEC,Sebec River,102000403,Guilford,Piscataquis,467931,5009295,45.23642062,-69.40857796,n/a,None known,Coldwater + Warmwater
776,Second Davis Pond,"Guilford, Willimantic",70,2.1,17,28,758.6437251,0.532818,5.41,8.52,MESO,no dam,439,PENOBSCOT,SEBEC,Sebec River,102000403,Guilford,Piscataquis,467451,5010216,45.24468328,-69.4147475,n/a,None known,Coldwater + Warmwater
778,Greenleaf Pond,Abbot,27,1.5,8,20,NA,NA,14.700000000000001,NA,MESO,no dam,407,PENOBSCOT,UPPER PISCATAQUIS,Piscataquis River (1),102000401,Guilford,Piscataquis,465827,5006736,45.21328153,-69.43520385,n/a,None known,Coldwater + Warmwater
780,Rum Pond,"Greenville, Bowdoin College Grant West Twp",232,3.2,32,77,7262.301666,2.281851,2.72,0.52,MESO,no dam,1283,PENOBSCOT,PLEASANT,Sebec River,102000403,Barren Mtn West,Piscataquis,461900,5034647,45.46430746,-69.48736025,n/a,None known,Coldwater
782,Indian Pond,Bowdoin College Grant West Twp,68,1.9000000000000001,5,26,287.7314191,0.65637,0.76,3.66,MESO,no dam,1282,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,464431,5032937,45.44905431,-69.45486014,n/a,None known,Coldwater
784,Cranberry Pond,Bowdoin College Grant West Twp,6,0.4,NA,NA,72.9648,0.189189,0.2,3.8200000000000003,NA,NA,1595,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,463358,5035864,45.47534662,-69.4688005,n/a,None known,Remote
786,Notch Pond,Bowdoin College Grant West Twp,5,0.4,13,24,67.2020401,0.07722,0.08,1.9000000000000001,OLIGO,no dam,1870,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,464505,5036842,45.48420802,-69.45419744,n/a,None known,Remote
788,Brown Pond,Bowdoin College Grant West Twp,18,0.7000000000000001,4,8,63.42505776,0.081081,0.17,2.45,MESO,no dam,1432,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,466933,5035313,45.47056256,-69.42302986,n/a,None known,Coldwater
790,Hedgehog Pond,Bowdoin College Grant West Twp,36,1.3,2,4,48.3458279,0.942084,1.06,30.89,EUTRO,no dam,1370,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,467761,5036308,45.47955674,-69.41250293,n/a,None known,Coldwater
792,Trout Pond,Bowdoin College Grant West Twp,20,0.8,6,23,110.9244129,1.590732,2.89,37.82,MESO,no dam,1221,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn West,Piscataquis,469432,5035895,45.47591107,-69.39109069,n/a,None known,Remote
794,Upper Deadwater,Bowdoin College Grant West Twp,6,0.8,NA,NA,NA,NA,1.8,NA,NA,NA,1243,PENOBSCOT,SEBEC,Pleasant River,102000404,Barren Mtn West,Piscataquis,470165,5038058,45.49541336,-69.38184715,n/a,None known,n/a
796,West Chairback Pond,T7 R9 NWP,52,2,8,34,336.1548329,0.42471,0.46,2.05,OLIGO,no dam,1775,PENOBSCOT,SEBEC,Pleasant River,102000404,Barren Mtn East,Piscataquis,477870,5032343,45.44425938,-69.28297365,n/a,None known,Remote
798,Pugwash Pond,Bowdoin College Grant East Twp,3,0.4,NA,NA,34.05024,0.088803000000000007,0.11,3.77,NA,NA,670,PENOBSCOT,SEBEC,Pleasant River,102000404,Barren Mtn East,Piscataquis,477597,5036480,45.4814911,-69.28665851,n/a,None known,n/a
800,Long Pond,"Bowdoin College Grant East Twp, Bowdoin College Gr",644,11.4,18,64,10937.24354,9.783774,13.8,1.71,OLIGO,no dam,1111,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn East,Piscataquis,472987,5033968,45.45871187,-69.34550771,n/a,None known,Coldwater
802,East Chairback Pond,T7 R9 NWP,50,1.7,16,58,708.6450012,0.196911,0.28,0.53,OLIGO,no dam,1513,PENOBSCOT,SEBEC,Sebec River,102000403,Barren Mtn East,Piscataquis,478195,5034512,45.46379481,-69.27891889,n/a,None known,Remote
804,Little Wilder Pond,T7 R9 NWP,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,1275,PENOBSCOT,PLEASANT,Sebec River,102000403,Barren Mtn East,Piscataquis,472825,5032165,45.44248279,-69.34747793,n/a,None known,n/a
806,Big Wilder Pond,"T7 R9 NWP, T7 R9 WELS",4,0.3,NA,NA,41.34672,0.084942,NA,2.94,NA,NA,1275,PENOBSCOT,PLEASANT,Sebec River,102000403,Barren Mtn East,Piscataquis,472539,5032520,45.44566677,-69.35115538,n/a,None known,n/a
808,Rays Mill Pond,T7 R9 NWP,4,0.6,NA,NA,97.2864,2.498067,1.81,34.45,NA,NA,1075,PENOBSCOT,PLEASANT,Sebec River,102000403,Barren Mtn East,Piscataquis,478219,5027106,45.39712837,-69.27828239,n/a,None known,n/a
810,Lucia Pond,T7 R9 NWP,42,2,4,8,462.1104,1.277991,1.4000000000000001,4.06,NA,no dam,1064,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,474945,5027749,45.40281153,-69.32014664,n/a,None known,No fishery
812,Sampson Pond,T7 R9 NWP,32,2.5,NA,NA,291.8592,1.884168,3.5700000000000003,15.59,NA,NA,1056,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,475199,5028856,45.41278235,-69.31695397,n/a,None known,n/a
814,Dam Pond,T7 R9 NWP,290,3.1,10,52,3730.164067,5.169879,8.48,3.86,MESO,no dam,1056,PENOBSCOT,SEBEC,Pleasant River,102000404,Barren Mtn East,Piscataquis,476718,5029426,45.4179653,-69.29757123,n/a,None known,Coldwater
816,Boot Pond,T7 R9 NWP,16,0.9,NA,NA,170.2512,1.432431,1.45,12.19,NA,NA,1069,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,477364,5030404,45.42679211,-69.28936065,n/a,None known,n/a
818,Beaver Pond,T7 R9 NWP,5,0.5,NA,NA,NA,NA,0.68,NA,NA,NA,1030,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,478543,5030867,45.43099756,-69.27430276,n/a,None known,n/a
820,Lost Pond,T7 R9 NWP,9,0.6,NA,NA,145.9296,0.185328,0.23,2.03,NA,NA,1066,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,477846,5030678,45.42927681,-69.28320886,n/a,None known,No fishery
822,Camp Pond,T7 R9 NWP,9,0.9,NA,NA,NA,NA,9.69,NA,NA,NA,1016,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,478968,5030650,45.42905345,-69.26886014,n/a,None known,n/a
824,South Pond,T7 R9 NWP,15,1.2,NA,NA,NA,NA,10.5,NA,NA,NA,897,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,479763,5030259,45.42556012,-69.2586926,n/a,None known,n/a
826,Mud Pond,T7 R9 NWP,5,0.6,NA,NA,NA,NA,11.200000000000001,NA,NA,NA,845,PENOBSCOT,PLEASANT,Pleasant River,102000404,Barren Mtn East,Piscataquis,480110,5030865,45.43102168,-69.25427126,n/a,None known,n/a
828,Little Benson Pond,Bowerbank,149,2.5,14,33,1874.3700470000001,1.324323,1.6400000000000001,1.01,MESO,no dam,735,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,476226,5023614,45.36563274,-69.30357662,n/a,None known,Coldwater
830,Mud Pond,Bowerbank,44,1.1,NA,NA,437.7888,1.169883,0.84,3.52,NA,NA,681,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,476865,5022615,45.35666823,-69.29536906,n/a,None known,n/a
832,Duck Pond,Bowerbank,78,2,NA,NA,753.9696,0.23166,0.46,0.57,NA,NA,644,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,479384,5021781,45.34923626,-69.26317248,n/a,None known,No fishery
834,Burden Pond,Bowerbank,202,3.5,12,32,1947.831818,8.521227,16.6,10.8,MESO,no dam,642,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake East,Piscataquis,480834,5021456,45.34634942,-69.24465837,n/a,None known,Coldwater
836,Second Buttermilk Pond,Bowerbank,57,1.9000000000000001,5,18,NA,NA,18.6,NA,EUTRO,no dam,602,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,479062,5020030,45.33346511,-69.26721378,n/a,None known,Coldwater
838,First Buttermilk Pond,Bowerbank,390,5.2,35,119,3769.848,7.513506,25.3,11.23,OLIGO,no dam,505,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,477460,5018601,45.32054908,-69.28759498,n/a,None known,Coldwater + Warmwater
840,Big Grapevine Pond,Bowerbank,13,0.6,NA,NA,145.9296,0.258687,0.29,2.4,NA,NA,725,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,479866,5017875,45.31409319,-69.25686816,n/a,None known,n/a
842,Little Grapevine Pond,Bowerbank,9,0.8,4,11,97.2864,1.722006,2.09,25.14,NA,no dam,515,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,479217,5016094,45.29804164,-69.26506482,n/a,None known,Coldwater
844,Big Bennett Pond,Guilford,56,1.5,16,42,905.8960958,2.16216,2.26,3,MESO,surface increased <50%,361,PENOBSCOT,SEBEC,Sebec River,102000403,Sebec Lake West,Piscataquis,473690,5010859,45.25072974,-69.33528168,n/a,None known,Coldwater
