MIDAS,Lake,Towns,Flushes_p_yr,Trop_Cat,Dam,Major_Drainage,Sub_Drainage,HUC10_Name,HUC10_Code,USGS_Quad24,County,UTM_X,UTM_Y,Latitude,Longitude,WQ_Statement,Invasives,Fishery,Area_sq_m,Perim_km,D_Mean_m,D_Max_m,Volume_m3,DDrain_ha,TDrain_ha,Elev_m
3282,Surplus Pond,Andover North Surplus,NA,EUTRO,no dam,ANDROSCOGGIN,ELLIS,Ellis River,104000203,Andover,Oxford,352256,4948532,44.67494641,-70.8640443,n/a,None known,Coldwater,36421.71,0.08,2.7,9.1,NA,NA,NA,624.8
3284,North Pond,Grafton Twp,NA,EUTRO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Umbagog Lake Drainage,104000102,B Pond,Oxford,343534,4943743,44.63001188,-70.97256115,n/a,None known,n/a,28327.99,0.08,0.6,0.9,NA,NA,25.9,477
3286,York Pond,Grafton Twp,NA,EUTRO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Umbagog Lake Drainage,104000102,Old Speck Mtn,Oxford,343533,4943071,44.62396517,-70.97236659,n/a,None known,Coldwater,28327.99,0.11,0.9,2.1,NA,NA,145.04,477
3288,Speck Pond,Grafton Twp,1.74,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Androscoggin River (2) at Rumford Point,104000202,Old Speck Mtn,Oxford,343317,4936384,44.56374789,-70.97305899,n/a,None known,Remote,40468.56,0.1,4.9,11,134171,37,41.44,1036.3
3290,Aziscohos Lake,"Lincoln Plt, Lynchtown Twp, Parkertown Twp",2.06,MESO,surface increased >50%,ANDROSCOGGIN,MAGALLOWAY,Aziscohos Lake Drainage,104000103,Bosebuck Mtn,Oxford,341839,4987638,45.02454781,-71.00758446,Above average,None known,Coldwater,27809997.33,10.14,9.4,18.3,194822388,24375.86,55425.75,462.4
3292,West Richardson Pond,"Lincoln Plt, Adamstown Twp",4.27,EUTRO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,348601,4976560,44.92635647,-70.9184767,n/a,None known,Coldwater,1881788.24,1,5.2,12.5,6547653,3435.98,3574.18,458.7
3294,E. Richardson Pond #1,Adamstown Twp,1.7,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,351462,4976860,44.92965736,-70.88233437,n/a,None known,Coldwater,315654.8,0.24,3.4,6.1,858657,218,220.15,539.5
3296,E. Richardson Pond #2,Adamstown Twp,4.27,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,351097,4976254,44.92413469,-70.88677478,n/a,None known,Coldwater,218530.25,0.21,2.7,4.6,513408,86,360.01,536.8
3298,Pepperpot Pond,Adamstown Twp,46.68,NA,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,349192,4975549,44.91738873,-70.91069063,n/a,None known,Warmwater,214483.39,0.26,3.4,7,600005,479,4273.48,456.9
3300,Rangeley Lake,"Rangeley, Rangeley Plt, Sandy River Plt",0.39,MESO,surface increased <50%,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Rangeley,Franklin,365963,4978311,44.94559517,-70.69904367,Above average,None known,Coldwater,25503289.17,5.26,18.3,45.4,359003014,11417.94,25899.88,462.7
3302,Cupsuptic Lake,"Rangeley, Rangeley Plt, Adamstown Twp, Lower Cupsu",0.9,MESO,surface increased <50%,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Oquossoc,Oxford,355504,4983968,44.91400232,-70.80486302,Average,None known,Coldwater,66202524.21,9.25,18.3,40.2,693365891,37982.79,100750.54,447.1
3304,Little Mud Pond,Adamstown Twp,NA,NA,NA,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Oquossoc,Oxford,356625,4979863,44.95773642,-70.81779397,n/a,None known,n/a,12140.57,0.03,NA,NA,NA,NA,25.9,458.7
3308,Richardson Lakes,"Magalloway Plt, Richardsontown Twp, Township C",4.02,MESO,surface increased <50%,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Metallak Mtn,Oxford,352136,4965163,44.82455858,-70.87038213,Above average,None known,Coldwater,31367184.13,8.72,13.4,32.9,181439677,9503.95,124060.43,441.4
3310,Beaver Pond,Magalloway Plt,1.98,MESO,no dam,ANDROSCOGGIN,MAGALLOWAY,Richardson Lakes,104000101,Richardson Pond,Oxford,346769,4973257,44.89624901,-70.94067463,n/a,None known,Coldwater,772949.58,0.68,6.1,21.9,4307430,292,1307.94,452.9
3312,Little Beaver Pond,Magalloway Plt,7.13,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,345653,4973905,44.90183506,-70.95499493,n/a,None known,Coldwater,194249.11,0.21,4.9,15.5,876622,688,929.81,454.2
3314,Cranberry Pond,Magalloway Plt,1.93,NA,no dam,ANDROSCOGGIN,MAGALLOWAY,Magalloway River,104000104,Middle Dam,Oxford,346145,4969095,44.85867219,-70.94731496,n/a,None known,Coldwater,424919.92,0.4,0.9,2.7,1200010,329,678.58,429.5
3316,Sunday Pond,Magalloway Plt,0.42,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Umbagog Lake Drainage,104000102,Middle Dam,Oxford,345549,4962444,44.79869778,-70.9528348,n/a,None known,Remote,97124.55,0.14,7.3,15.2,722696,244,225.33,429.5
3318,Bigelow Pond,Magalloway Plt,NA,NA,NA,ANDROSCOGGIN,MAGALLOWAY,Magalloway River,104000104,Middle Dam,Oxford,342619,4969146,44.85835619,-70.99192362,n/a,None known,Coldwater + Warmwater,28327.99,0.19,NA,NA,NA,NA,4610.18,396.2
3320,Long Pond,Magalloway Plt,NA,NA,NA,ANDROSCOGGIN,MAGALLOWAY,Magalloway River,104000104,Middle Dam,Oxford,343723,4969070,44.85791898,-70.97794192,n/a,None known,Coldwater,32374.85,0.19,NA,NA,NA,NA,4247.58,399.3
3322,Skunk Pond,Magalloway Plt,NA,NA,NA,ANDROSCOGGIN,MAGALLOWAY,Magalloway River,104000104,Middle Dam,Oxford,343263,4969040,44.85754796,-70.98375614,n/a,None known,Coldwater,8093.71,0.05,NA,NA,NA,NA,4299.38,397.8
3324,Fish Pond,Lincoln Plt,NA,NA,NA,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Richardson Pond,Oxford,346750,4974999,44.91191721,-70.9414465,n/a,None known,n/a,16187.43,0.18,NA,NA,NA,NA,818.44,448.1
3326,Metallak Pond,Township C,3.2,NA,NA,ANDROSCOGGIN,UMBAGOG-RANGELEY,Richardson Lakes,104000101,Metallak Mtn,Oxford,356547,4964338,44.81803222,-70.81437917,n/a,None known,No fishery,469435.34,0.45,NA,NA,900008,510,486.92,569.4
3328,Pond in the River,"Upton, C Surplus, Township C",NA,MESO,no dam,ANDROSCOGGIN,UMBAGOG-RANGELEY,Umbagog Lake Drainage,104000102,Middle Dam,Oxford,347318,4958399,44.76268922,-70.92926464,Above average,None known,Coldwater,1897975.66,1.32,5.8,12.2,NA,NA,125096.43,427.3
3330,Crosby Pond,Coburn Gore,1.87,MESO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Louise Mtn,Franklin,361610,5028540,45.39669311,-70.76813042,Average,None known,Coldwater,615122.18,0.48,4,7.9,1821015,522,650.09,428.2
3332,Arnold Pond,Coburn Gore,6.78,MESO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Louise Mtn,Franklin,359951,5027030,45.38277668,-70.78888686,Average,None known,Coldwater,598934.75,0.56,7.9,18.9,4057785,3438.98,4584.28,420
3334,Mud Pond,Coburn Gore,NA,NA,NA,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Louise Mtn,Franklin,361094,5026661,45.37968056,-70.77417859,n/a,None known,Bait,68796.56,0.13,0.6,1.8,NA,NA,4661.98,417
3336,Horseshoe Pond,"Chain of Ponds Twp, Coburn Gore",NA,EUTRO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Louise Mtn,Franklin,361898,5026592,45.379219,-70.76389726,n/a,None known,No fishery,113311.98,0.32,1.2,4,NA,NA,4817.38,405.7
3338,Otter Pond,Chain of Ponds Twp,2.02,EUTRO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Northwest Pond,Franklin,362827,5025194,45.36683159,-70.75165566,n/a,None known,Coldwater,101171.41,0.14,1.5,2.4,117889,28,44.03,419.1
3340,Rock Pond,Chain of Ponds Twp,24.97,EUTRO,no dam,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,362501,5017420,45.29682393,-70.75365196,n/a,None known,Coldwater,117358.84,0.19,1.2,1.8,70729,280,300.44,662
3342,Northwest Pond,Massachusetts Gore,5.78,MESO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Northwest Pond,Franklin,359784,5017692,45.29872753,-70.78836362,n/a,None known,Coldwater,174014.83,0.19,3.7,7.6,520134,374,409.22,636.1
3344,Little Northwest Pond,Massachusetts Gore,10.67,EUTRO,no dam,KENNEBEC,NORTH BRANCH DEAD,North Branch Dead River,103000201,Northwest Pond,Franklin,359229,5017961,45.30104189,-70.79551444,n/a,None known,Coldwater,52609.13,0.11,1.5,2.1,40504,66,93.24,648.6
3346,South Boundary Pond,Massachusetts Gore,NA,EUTRO,surface increased <50%,KENNEBEC,NORTH BRANCH DEAD,Richardson Lakes,104000101,Northwest Pond,Franklin,359112,5016954,45.29195516,-70.79672587,n/a,None known,Coldwater,28327.99,0.08,1.2,1.5,NA,NA,142.45,648.3
3348,Grants Pond,Massachusetts Gore,5.7,EUTRO,no dam,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,360167,5016526,45.28831506,-70.78314861,n/a,None known,Coldwater,76890.27,0.11,1.2,1.8,51845,40,67.34,645.3
3350,Little Island Pond,Seven Ponds Twp,7.16,MESO,no dam,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,360003,5014621,45.27114643,-70.78470271,n/a,None known,Coldwater,238764.53,0.27,3.4,11.6,586460,575,880.6,620.6
3352,Big Island Pond,"Chain of Ponds Twp, Seven Ponds Twp",2.02,MESO,surface increased <50%,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Chain of Ponds,Franklin,363081,5015627,45.28080186,-70.74575994,Above average,None known,Coldwater,1371884.33,0.72,5.5,12.2,6244504,1493.99,1134.41,655.3
3354,Beaver Pond,Seven Ponds Twp,NA,EUTRO,surface increased <50%,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,360543,5013474,45.2609342,-70.77749978,n/a,None known,Coldwater,101171.41,0.21,2.4,6.1,NA,NA,1064.49,607.5
3356,Long Pond,Seven Ponds Twp,NA,MESO,surface increased <50%,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,360748,5012841,45.25527955,-70.7747191,n/a,None known,Coldwater,234717.67,0.47,2.4,4.6,NA,NA,3833.18,605
3358,Secret Pond,Seven Ponds Twp,NA,MESO,no dam,ANDROSCOGGIN,KENNEBAGO,Richardson Lakes,104000101,Northwest Pond,Franklin,360754,5012347,45.25082915,-70.7744974,n/a,None known,Coldwater,40468.56,0.08,1.2,2.7,NA,NA,310.8,617.8
3360,Abbie Pond,Bowmantown Twp,5.93,EUTRO,no dam,ANDROSCOGGIN,MAGALLOWAY,Aziscohos Lake Drainage,104000103,Twin Peaks,Oxford,345379,5017954,45.29806254,-70.972074,n/a,None known,Coldwater,60702.85,0.13,1.8,2.1,150001,120,95.83,592.8
3362,Upper Black Pond,Bowmantown Twp,22.7,NA,no dam,ANDROSCOGGIN,MAGALLOWAY,Aziscohos Lake Drainage,104000103,Twin Peaks,Oxford,344142,5015678,45.27731844,-70.9871156,n/a,None known,Coldwater,117358.84,0.13,2.4,7,360003,650,1137,588.6
3366,Deer Pond,Bowmantown Twp,4.82,NA,NA,ANDROSCOGGIN,MAGALLOWAY,Aziscohos Lake Drainage,104000103,Twin Peaks,Oxford,348346,5019899,45.31620333,-70.93485071,n/a,None known,Coldwater,20234.28,0.1,NA,NA,180002,116,145.04,646.2
3368,Adams Pond,"Baldwin, Standish",3.92,NA,NA,PRESUMPSCOT,PRESUMPSCOT,Saco River at mouth,106000211,Steep Falls,Cumberland,368424,4853507,43.82292658,-70.63626378,n/a,None known,n/a,56655.99,0.14,NA,NA,174001,116,139.86,97.8
3370,Holt Pond,Bridgton,46.2,MESO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,365367,4870666,43.97680097,-70.67859915,Below average,None known,Warmwater,165921.11,0.32,1.8,3,182110,851,1455.57,126.2
3372,Ingalls Pond (North),"Baldwin, Hiram",41.300000000000004,MESO,no dam,SACO,UPPER SACO,Saco River at Ossipee River,106000205,Cornish,Cumberland,355952,4858430,43.86490802,-70.79262065,n/a,None known,Warmwater,198295.96,0.19,0.6,1.2,46704,314,323.75,106.7
3374,Peabody Pond,"Bridgton, Sebago",0.27,MESO,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,364553,4867137,43.94489173,-70.687834,Above average,None known,Coldwater + Warmwater,2994673.75,1.32,9.8,19.5,30214990,1010.99,1535.86,146.3
3376,Cold Rain Pond,Naples,1.92,MESO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,366950,4865501,43.93061071,-70.65757698,Average,None known,Coldwater + Warmwater,145686.83,0.27,3.4,11,578427,204,217.56,153.9
3378,Perley Pond,Sebago,1.22,MESO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,365983,4862213,43.90083831,-70.6687937,n/a,None known,Warmwater,97124.55,0.14,1.8,4.9,195097,33,54.39,127.7
3382,Tricky Pond,Naples,0.14,OLIGO,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Naples,Cumberland,370980,4866505,43.9403584,-70.60762856,Above average,None known,Coldwater + Warmwater,1274759.77,0.77,10.1,17.4,12468240,214,347.06,112.5
3384,Browns Pond,Sebago,1.19,NA,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,361212,4863675,43.91311257,-70.72855734,n/a,None known,Warmwater,453247.92,0.37,NA,9.1,1240010,291,310.8,159.4
3386,Owl Pond,Casco,8.34,EUTRO,no dam,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Naples,Cumberland,379460,4872892,43.99927943,-70.50345648,n/a,None known,Warmwater,84983.98,0.14,2.4,4.6,72840,116,160.58,161.5
3388,Parker Pond,Casco,0.9500000000000001,MESO,no dam,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Naples,Cumberland,378452,4872387,43.99457645,-70.51590971,Above average,Variable water-milfoil,Warmwater,675825.02,0.6,3,5.8,1804110,274,479.15,129.8
3390,Coffee Pond,Casco,0.2,MESO,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Raymond,Androscoggin,379819,4870387,43.97679278,-70.49840616,Above average,None known,Coldwater + Warmwater,428966.78,0.4,9.8,21.3,5550047,183,271.95,142.3
3392,Thomas Pond,"Casco, Raymond",0.53,MESO,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Naples,Cumberland,379053,4864155,43.92058014,-70.50654394,Above average,None known,Coldwater + Warmwater,2156974.47,1.19,6.7,19.5,12985040,1163.99,1240.6,85
3394,Sand Pond,Baldwin,0.6900000000000001,MESO,no dam,SACO,LOWER SACO,Saco River at mouth,106000211,Steep Falls,Cumberland,364774,4853192,43.81943497,-70.6815499,n/a,None known,Coldwater + Warmwater,214483.39,0.23,2.7,5.5,610023,54,145.04,95.7
3396,Adams Pond,Bridgton,0.42,MESO,surface increased <50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,North Sebago,Cumberland,362756,4872742,43.99499987,-70.71166985,Above average,None known,Coldwater + Warmwater,174014.83,0.21,6.1,15.5,1176672,70,113.96,190.5
3398,Little Watchic Pond,Standish,5.02,EUTRO,no dam,SACO,LOWER SACO,Saco River at mouth,106000211,Sebago Lake,Cumberland,370695,4848031,43.77404228,-70.60670918,n/a,None known,Warmwater,271139.38,0.42,2.7,6.7,528029,420,372.96,92.4
3402,Otter Pond #1,Standish,1.35,EUTRO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Sebago Lake,Cumberland,378306,4846681,43.76217461,-70.51316448,n/a,None known,Warmwater,36421.71,0.08,4.3,9.8,99001,22,NA,76.2
3404,Otter Pond #2,Standish,0.39,EUTRO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Sebago Lake,Cumberland,378578,4846479,43.76140755,-70.50844076,n/a,None known,Coldwater + Warmwater,48562.28,0.13,3.4,11.9,248269,14,NA,73.8
3406,Otter Pond #3,Standish,0.36,MESO,no dam,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Sebago Lake,Cumberland,378558,4846640,43.76285181,-70.50872404,n/a,None known,Warmwater,36421.71,0.1,4,7.9,145997,6,NA,73.8
3408,Horne Pond,Limington,1.22,MESO,surface increased <50%,SACO,MIDDLE SACO,Little Ossipee River,106000210,Steep Falls,York,364405,4848190,43.77435102,-70.68486877,Above average,None known,Coldwater + Warmwater,562513.04,0.63,6.7,17.7,3684070,737,758.87,85
3410,Wards Pond,Limington,2.5,EUTRO,no dam,SACO,MIDDLE SACO,Little Ossipee River,106000210,Steep Falls,York,365701,4845964,43.75454824,-70.66822061,Below average,None known,Warmwater,218530.25,0.27,3.7,10.4,713651,317,437.71,73.5
3412,Dollar Pond,Limington,5.17,NA,NA,SACO,MIDDLE SACO,Little Ossipee River,106000210,Steep Falls,York,364911,4848854,43.78041761,-70.678756,n/a,None known,n/a,20234.28,0.05,NA,NA,66001,54,7.77,89.9
3414,Papoose Pond,Waterford,0.93,EUTRO,no dam,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,363185,4899122,44.23248158,-70.71317454,Below average,None known,Warmwater,283279.95,0.32,2.1,4.6,528004,63,492.1,145.4
3416,Keoka Lake,Waterford,0.67,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,363607,4893272,44.17992025,-70.70636298,Above average,None known,Coldwater + Warmwater,1861553.95,0.72,7.6,12.8,13570069,1474.99,1836.3,150.6
3417,Bog Pond,Waterford,0.98,NA,NA,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,365199,4890671,44.15680302,-70.68579087,n/a,None known,n/a,230670.82,0.23,NA,NA,720006,115,NA,204.2
3418,Long Pond,Waterford,0.47000000000000003,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,365729,4894309,44.18964142,-70.68009352,Above average,None known,Warmwater,1800851.11,0.76,6.7,12.8,12372432,973.99,1149.95,163.7
3420,Bear Pond,Waterford,2.28,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,362627,4890312,44.15309784,-70.71785485,Above average,None known,Coldwater + Warmwater,1011714.11,0.69,9.4,21.9,9851008,2134.99,4118.08,114.6
3422,Mud Pond Kezar,Waterford,7.46,EUTRO,no dam,SACO,UPPER SACO,Saco River-Lovewell Pond,106000204,North Waterford,Oxford,355525,4896245,44.20511437,-70.8082504,Below average,None known,Warmwater,157827.4,0.31,4,10.7,723148,672,NA,174.3
3424,Little Moose Pond,Waterford,0.59,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Oxford,360771,4888589,44.13724339,-70.74059427,Above average,None known,Coldwater + Warmwater,789137,0.6,6.7,13.1,4943091,491,525.77,166.1
3428,Round Pond,Norway,1.6,NA,NA,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Oxford,371046,4896571,44.21095739,-70.61414943,n/a,None known,n/a,48562.28,0.1,NA,NA,180002,51,56.98,182.3
3430,Mud Pond,Norway,2.95,NA,NA,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Oxford,370495,4896681,44.21185657,-70.62107293,n/a,None known,n/a,113311.98,0.18,NA,NA,355503,138,NA,169.2
3432,Sand Pond,Norway,0.54,MESO,no dam,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Oxford,371277,4895455,44.20095598,-70.61098244,Above average,None known,Warmwater,550372.47,0.35,6.7,17.1,4486593,218,471.38,155.1
3434,Pennesseewassee Lake,Norway,1.3800000000000001,MESO,surface increased <50%,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Oxford,375582,4897074,44.23027424,-70.58293276,Average,None known,Coldwater + Warmwater,3994247.29,1.92,5.5,14.6,21974371,4638.97,5749.77,121
3436,Little Pond,Otisfield,2.3,NA,NA,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Norway,Cumberland,373073,4890156,44.15358508,-70.58723525,n/a,None known,n/a,105218.27,0.13,NA,NA,311003,139,137.27,132.6
3438,Moose Pond,Otisfield,1.94,MESO,no dam,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Norway,Cumberland,374681,4887255,44.12774854,-70.56644242,n/a,None known,Warmwater,793183.86,0.56,2.1,4.9,1386780,467,419.58,159.1
3440,Saturday Pond,Otisfield,0.99,MESO,surface increased <50%,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Casco,Cumberland,374941,4885081,44.10822649,-70.5626749,Above average,None known,Warmwater,728434.16,0.51,2.4,7.6,2094354,338,424.76,161.5
3442,Dyer Ice Pond,Otisfield,NA,NA,NA,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Casco,Cumberland,376194,4881869,44.07953559,-70.54626961,n/a,None known,n/a,8093.71,0.08,NA,NA,NA,NA,25.9,193.5
3444,The Heath,"Poland, Casco, Otisfield, Oxford",0.29,OLIGO,surface increased <50%,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Mechanic Falls,Cumberland,381469,4875040,44.06913662,-70.49012535,Above average,Variable water-milfoil,Coldwater + Warmwater,17883058.53,5.18,10.7,36.9,214271053,9138.95,12276.54,99.1
3445,Rich Millpond,Standish,19.36,MESO,surface increased >50%,PRESUMPSCOT,PRESUMPSCOT,Sebago Lake,106000101,Sebago Lake,Cumberland,372965,4850925,43.79247823,-70.57313891,n/a,None known,Warmwater,639403.31,0.69,1.5,2.1,241190,802,934.99,87.8
3446,Pleasant Lake,"Casco, Otisfield",0.24,OLIGO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Casco,Cumberland,378011,4877141,44.03728641,-70.52249308,Above average,None known,Coldwater + Warmwater,5390412.75,1.45,8.8,18.9,49493296,1460.99,2548.55,129.8
3448,Island Pond,"Harrison, Waterford",1.28,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Cumberland,368652,4891011,44.16049969,-70.64271707,Above average,None known,Coldwater + Warmwater,465388.49,0.35,4.9,14.6,2004993,464,492.1,136.6
3450,Bog Pond,Harrison,3.15,NA,NA,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Casco,Cumberland,370279,4886161,44.11713814,-70.6211769,n/a,None known,n/a,32374.85,0.06,NA,NA,150001,93,101.01,181.4
3452,Crystal Lake,Harrison,1.77,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Waterford Flat,Cumberland,366203,4887239,44.12610164,-70.67236879,Above average,None known,Coldwater + Warmwater,1804897.96,0.68,10.1,19.8,17581818,2193.99,2242.93,94.5
3454,Highland Lake,Bridgton,0.91,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Bridgton,Cumberland,360815,4882211,44.07985546,-70.73835279,Above average,None known,Coldwater + Warmwater,5398506.47,2.62,5.5,15.2,30718338,2063.99,5154.08,129.5
3456,Woods Pond,Bridgton,0.8200000000000001,MESO,surface increased <50%,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Bridgton,Cumberland,360897,4877047,44.03339814,-70.7359812,Average,None known,Coldwater + Warmwater,1869647.67,0.8,4.6,8.8,9734906,1321.99,1403.77,138.4
3458,Otter Pond,Bridgton,1.8900000000000001,MESO,no dam,PRESUMPSCOT,SONGO-CROOKED,Sebago Lake,106000101,Bridgton,Cumberland,365564,4875716,44.02228374,-70.67742442,Average,None known,Warmwater,364217.08,0.31,3,6.4,1001200,320,132.09,119.5
3460,North Pond,"Greenwood, Woodstock",1.1,MESO,surface increased <50%,ANDROSCOGGIN,UPPER ANDROSCOGGIN,Androscoggin River (2) at Rumford Point,104000202,Bryant Pond,Oxford,366512,4918348,44.40611613,-70.67644285,Above average,None known,Coldwater + Warmwater,1242384.92,0.76,3.7,11.3,4858400,901.99,1025.64,219.8
3464,Bryant Pond,"Greenwood, Woodstock",0.5,MESO,surface increased <50%,ANDROSCOGGIN,LITTLE ANDROSCOGGIN,Little Androscoggin River,104000209,Bryant Pond,Oxford,368525,4914989,44.37626334,-70.65032257,Average,Variable water-milfoil,Coldwater + Warmwater,1116932.37,0.79,9.8,19.2,11313844,886,1007.51,211.8
3466,Big Concord Pond,Woodstock,4.42,MESO,no dam,ANDROSCOGGIN,UPPER ANDROSCOGGIN,Androscoggin River (4) at Riley Dam,104000205,Mt Zircon,Oxford,376438,4922287,44.44332692,-70.55278018,Below average,None known,Warmwater,424919.92,0.37,2.1,3.7,928203,632,766.64,302.1
